seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
M2_S26_contig_5683	7905	No terminal repeats	NA	12	11	0.9992	0.0008	5	17.5157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_3655	7441	No terminal repeats	NA	10	11	0.9992	0.0008	6	15.7641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_19689	6195	No terminal repeats	NA	10	11	0.9992	0.0008	2	15.9717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_26569	3890	No terminal repeats	NA	5	11	0.9992	0.0008	2	8.3578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_28282	15385	No terminal repeats	NA	22	11	0.9992	0.0008	9	32.6008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_40137	18065	No terminal repeats	NA	24	11	0.9992	0.0008	8	34.7330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_8437	4791	No terminal repeats	NA	6	15	0.9992	0.0008	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_31112	6624	No terminal repeats	NA	10	11	0.9992	0.0008	3	11.4762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_32178	13746	No terminal repeats	NA	29	11	0.9992	0.0008	9	38.1173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_41198	22290	No terminal repeats	NA	27	11	0.9992	0.0008	10	42.4511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_432	3780	No terminal repeats	NA	5	15	0.9992	0.0008	1	8.4150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
M2_S26_contig_33121	20346	No terminal repeats	NA	28	11	0.9992	0.0008	11	30.2758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_10998	11200	No terminal repeats	NA	13	11	0.9992	0.0008	1	19.6317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_2631	6216	No terminal repeats	NA	9	11	0.9992	0.0008	4	12.7190	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_40701	8303	No terminal repeats	NA	10	11	0.9992	0.0008	1	11.3951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M2_S26_contig_26024	4104	No terminal repeats	NA	4	11	0.9992	0.0008	3	6.2069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
