F4_S20_contig_13777	F4_S20_contig_13777,F5_S21_contig_14742,F3_S19_contig_3920,F6_S22_contig_11358,F8_S24_contig_14777,GP3_S28_contig_5294,GP5_S30_contig_5207,GP4_S29_contig_2809,F7_S23_contig_369,M2_S26_contig_8244,M3_S27_contig_25209,M1_S25_contig_3145,M2_S26_contig_6371|provirus_22542_35299,M3_S27_contig_10403|provirus_3_12760,M1_S25_contig_8052|provirus_20984_33651,M1_S25_contig_14430
F7_S23_contig_15766	F7_S23_contig_15766,F8_S24_contig_14638,F5_S21_contig_12370,F6_S22_contig_3410,F4_S20_contig_2985,F3_S19_contig_9460,M1_S25_contig_20552|provirus_107293_159620,M2_S26_contig_29612|provirus_107293_159620,M3_S27_contig_15217|provirus_107734_160061,GP5_S30_contig_1715,GP3_S28_contig_1841,GP4_S29_contig_1311,GP3_S28_contig_4995,GP5_S30_contig_3217,GP4_S29_contig_3290
GP4_S29_contig_4216|provirus_1_51411	GP4_S29_contig_4216|provirus_1_51411,GP5_S30_contig_2410,GP3_S28_contig_2769,F3_S19_contig_12121|provirus_31745_81660,F4_S20_contig_12270|provirus_31745_81660,F5_S21_contig_6831|provirus_31745_81660,F6_S22_contig_3172|provirus_31745_81660,F7_S23_contig_8512|provirus_31745_81660,F8_S24_contig_6524|provirus_31745_81660,M3_S27_contig_30702,M1_S25_contig_21499|provirus_21496_51358,M1_S25_contig_8656|provirus_2_20042,M3_S27_contig_16759|provirus_11_14813,M2_S26_contig_32133,M2_S26_contig_17408
F3_S19_contig_5192	F3_S19_contig_5192,F4_S20_contig_1083,F5_S21_contig_1616,F6_S22_contig_14683,F7_S23_contig_207,F8_S24_contig_11231,GP3_S28_contig_5335,GP4_S29_contig_4434,GP5_S30_contig_5292,M1_S25_contig_10331,M2_S26_contig_30268,M3_S27_contig_26789,M1_S25_contig_24304|provirus_3_16568,M2_S26_contig_28578|provirus_3_16568,M3_S27_contig_13761|provirus_3_16568
M1_S25_contig_33292|provirus_25729_62019	M1_S25_contig_33292|provirus_25729_62019,F3_S19_contig_1255,F4_S20_contig_5165,F5_S21_contig_5824,F6_S22_contig_2085,F7_S23_contig_2709,F8_S24_contig_1191,M3_S27_contig_5893|provirus_13495_43517,M2_S26_contig_31257,GP5_S30_contig_1967,GP3_S28_contig_1991,GP4_S29_contig_904,GP3_S28_contig_1295,GP4_S29_contig_4440,GP5_S30_contig_2727
F7_S23_contig_428	F7_S23_contig_428,F3_S19_contig_7671,F4_S20_contig_6905,F5_S21_contig_7294,GP3_S28_contig_3380,GP4_S29_contig_4217,GP5_S30_contig_4569,M1_S25_contig_43338,F8_S24_contig_4218,M2_S26_contig_22938,F6_S22_contig_5006,M3_S27_contig_22160,F8_S24_contig_14706,F6_S22_contig_8788
F8_S24_contig_7266	F8_S24_contig_7266,GP4_S29_contig_1908,F3_S19_contig_8917,F4_S20_contig_779,F5_S21_contig_9712,F6_S22_contig_3535,F7_S23_contig_12676,GP5_S30_contig_4795,GP3_S28_contig_5261,M2_S26_contig_37298,M3_S27_contig_37176,M1_S25_contig_25815,M3_S27_contig_23874,M1_S25_contig_37410
F3_S19_contig_2899	F3_S19_contig_2899,F4_S20_contig_1494,F5_S21_contig_10764,F6_S22_contig_3709,F7_S23_contig_12214,F8_S24_contig_1331,GP3_S28_contig_5322,GP4_S29_contig_4353,GP5_S30_contig_2154,M1_S25_contig_7293,M1_S25_contig_13227,M3_S27_contig_6366,M2_S26_contig_34246,M3_S27_contig_20691
F6_S22_contig_10060	F6_S22_contig_10060,F4_S20_contig_531,F5_S21_contig_12422,F7_S23_contig_2409,F3_S19_contig_9915,M1_S25_contig_14154|provirus_55149_116278,M2_S26_contig_15230|provirus_108960_170089,M3_S27_contig_6848|provirus_106161_167290,GP4_S29_contig_2159,GP3_S28_contig_468,GP5_S30_contig_632,F8_S24_contig_3917,F8_S24_contig_1329,GP5_S30_contig_1237
F8_S24_contig_3918|provirus_1_76820	F8_S24_contig_3918|provirus_1_76820,F4_S20_contig_6291,F6_S22_contig_905,M3_S27_contig_12320,F5_S21_contig_2539,F3_S19_contig_753,M2_S26_contig_5124,GP3_S28_contig_246,GP5_S30_contig_831,M1_S25_contig_9669,GP4_S29_contig_2542,GP4_S29_contig_605,F7_S23_contig_2208,F7_S23_contig_1175
M2_S26_contig_21889	M2_S26_contig_21889,M1_S25_contig_19765,F6_S22_contig_7461,F5_S21_contig_3045,F4_S20_contig_13243,F8_S24_contig_15021,F7_S23_contig_192,F3_S19_contig_2575,GP5_S30_contig_3727,GP4_S29_contig_2774,GP3_S28_contig_417,M3_S27_contig_11031,M3_S27_contig_19459
F3_S19_contig_14295	F3_S19_contig_14295,F5_S21_contig_563,F4_S20_contig_14413,F6_S22_contig_5416,F7_S23_contig_13404,F8_S24_contig_2732,GP5_S30_contig_1597,GP3_S28_contig_2729,M2_S26_contig_25603|provirus_145441_178903,M3_S27_contig_23864|provirus_145441_178903,GP4_S29_contig_3138,M1_S25_contig_9189|provirus_28202_49458,M1_S25_contig_29778|provirus_145441_157772
M2_S26_contig_379|provirus_743_71857	M2_S26_contig_379|provirus_743_71857,F3_S19_contig_14150,F4_S20_contig_14472,F5_S21_contig_14557,F6_S22_contig_14143,F7_S23_contig_15623,F8_S24_contig_14301,GP3_S28_contig_5331,GP4_S29_contig_2186,M1_S25_contig_17233|provirus_36673_100242,M3_S27_contig_24135|provirus_3_63572,GP5_S30_contig_4255,GP5_S30_contig_4068
M1_S25_contig_14021	M1_S25_contig_14021,F4_S20_contig_11279,M3_S27_contig_15703,F7_S23_contig_5778,F5_S21_contig_14447,F6_S22_contig_5061,F8_S24_contig_1365,GP3_S28_contig_2289,GP4_S29_contig_150,GP5_S30_contig_3521,F3_S19_contig_10526,M2_S26_contig_38745,M2_S26_contig_3006
GP4_S29_contig_2637	GP4_S29_contig_2637,F3_S19_contig_10874,F4_S20_contig_6028,F5_S21_contig_7381,F6_S22_contig_3030,F7_S23_contig_12632,F8_S24_contig_6938,GP3_S28_contig_1916,GP5_S30_contig_450,M1_S25_contig_24909,M2_S26_contig_23027,M1_S25_contig_4677,M1_S25_contig_7091
F3_S19_contig_5582	F3_S19_contig_5582,F4_S20_contig_14511,F5_S21_contig_14559,F6_S22_contig_13898,F7_S23_contig_15681,F8_S24_contig_14851,GP5_S30_contig_3672,M1_S25_contig_11171,M2_S26_contig_30583,M3_S27_contig_21815,GP3_S28_contig_1682,GP4_S29_contig_729
M1_S25_contig_12369	M1_S25_contig_12369,M3_S27_contig_34759,M2_S26_contig_29455,F3_S19_contig_3635,F5_S21_contig_14401,F4_S20_contig_11938,F7_S23_contig_7748,F6_S22_contig_2651,F8_S24_contig_8748,GP3_S28_contig_812,GP5_S30_contig_1942,GP4_S29_contig_4105
F3_S19_contig_4256	F3_S19_contig_4256,F4_S20_contig_2865,F5_S21_contig_3983,F6_S22_contig_825,F7_S23_contig_2992,F8_S24_contig_10371,GP3_S28_contig_5079,GP5_S30_contig_5074,GP4_S29_contig_156,M3_S27_contig_11478,M1_S25_contig_8842,GP4_S29_contig_2686
M1_S25_contig_5104|provirus_57339_105492	M1_S25_contig_5104|provirus_57339_105492,M3_S27_contig_25873|provirus_57339_105492,F6_S22_contig_424,GP3_S28_contig_1422,GP5_S30_contig_2434,M2_S26_contig_16765,F3_S19_contig_4616,F4_S20_contig_4272,F5_S21_contig_1043,F7_S23_contig_10969,F8_S24_contig_4595,GP4_S29_contig_1412
