seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GP4_S29_contig_4382	6510	DTR	NA	9	11	0.9993	0.0007	2	14.7373	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP4_S29_contig_2333	20145	No terminal repeats	NA	18	11	0.9993	0.0007	5	27.0495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_3052	17862	No terminal repeats	NA	25	11	0.9993	0.0007	4	39.6711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_4054	14234	No terminal repeats	NA	26	11	0.9992	0.0007	6	33.9505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_803	71560	No terminal repeats	NA	59	11	0.9992	0.0007	6	76.3205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP4_S29_contig_726	6394	No terminal repeats	NA	7	11	0.9992	0.0007	6	10.3097	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae
GP4_S29_contig_1624	7371	No terminal repeats	NA	12	11	0.9992	0.0008	1	15.0619	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_1524	18111	No terminal repeats	NA	25	11	0.9992	0.0008	1	28.4266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP4_S29_contig_2686	10681	No terminal repeats	NA	10	11	0.9992	0.0008	0	14.7300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_4427	5511	No terminal repeats	NA	4	11	0.9992	0.0008	0	6.7454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_1576	14317	No terminal repeats	NA	14	11	0.9992	0.0008	5	19.5046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_4389	5399	DTR	NA	10	11	0.9992	0.0008	4	11.2027	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP4_S29_contig_1829	4579	No terminal repeats	NA	8	11	0.9992	0.0008	4	13.0123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_269	4522	No terminal repeats	NA	8	11	0.9992	0.0008	0	9.5754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP4_S29_contig_481	19228	No terminal repeats	NA	37	11	0.9992	0.0008	6	42.0979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_2626	4295	No terminal repeats	NA	9	11	0.9992	0.0008	0	12.9393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_4440	13132	No terminal repeats	NA	9	11	0.9992	0.0008	2	15.0553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_547	95571	DTR	NA	85	11	0.9992	0.0008	3	88.4701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP4_S29_contig_1908	60245	No terminal repeats	NA	91	11	0.9992	0.0008	8	139.3986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_3007	6419	No terminal repeats	NA	9	11	0.9992	0.0008	0	9.9815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_1183	5215	DTR	NA	8	11	0.9992	0.0008	3	9.6499	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP4_S29_contig_1318	7874	No terminal repeats	NA	11	11	0.9992	0.0008	2	16.2527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_1457	6091	No terminal repeats	NA	14	11	0.9992	0.0008	1	22.0218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_3589	2089	No terminal repeats	NA	3	11	0.9992	0.0008	3	4.9382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_902	12165	No terminal repeats	NA	13	11	0.9992	0.0008	1	20.4413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_1758	43032	No terminal repeats	NA	64	11	0.9992	0.0008	15	70.9952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_4105	36811	No terminal repeats	NA	59	11	0.9992	0.0008	12	79.4509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_3217	7927	DTR	NA	7	11	0.9992	0.0008	6	10.3097	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae
GP4_S29_contig_3095	13275	No terminal repeats	NA	17	11	0.9992	0.0008	3	18.6536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP4_S29_contig_2637	94312	DTR	NA	99	15	0.9992	0.0008	7	99.4264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
