seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
F5_S21_contig_5571	29497	No terminal repeats	NA	39	11	0.9991	0.0009	12	59.0532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_9049	20265	No terminal repeats	NA	25	11	0.9991	0.0009	9	39.4356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_10332	7758	No terminal repeats	NA	10	11	0.9991	0.0009	4	14.7365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_2049	3848	No terminal repeats	NA	5	11	0.9991	0.0009	0	7.7270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_14604	6510	DTR	NA	9	11	0.9991	0.0009	1	13.1845	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F5_S21_contig_11629	27324	No terminal repeats	NA	35	11	0.9991	0.0009	17	51.9240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_7999	4559	No terminal repeats	NA	5	11	0.9991	0.0009	5	7.9309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_6370	6691	DTR	NA	9	11	0.9991	0.0009	1	13.1845	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F5_S21_contig_4427|provirus_36830_60607	23778	Provirus	36830-60607	32	11	0.9991	0.0009	11	34.9635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5388	8360	No terminal repeats	NA	10	11	0.9991	0.0009	4	16.5546	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_8617	20259	No terminal repeats	NA	18	11	0.9991	0.0009	5	27.0495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_6057	12049	No terminal repeats	NA	13	11	0.9991	0.0009	9	18.9286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_490	83794	No terminal repeats	NA	74	11	0.9991	0.0009	7	93.7205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F5_S21_contig_13166	19508	No terminal repeats	NA	27	11	0.9991	0.0009	6	39.3083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_10174	22496	No terminal repeats	NA	24	11	0.9991	0.0009	11	34.8423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_14602	11505	No terminal repeats	NA	17	11	0.9991	0.0009	6	27.8143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_938	6337	DTR	NA	6	11	0.9991	0.0009	1	7.6294	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F5_S21_contig_746	5485	No terminal repeats	NA	9	11	0.9991	0.0009	7	14.3628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_6289	5801	No terminal repeats	NA	11	11	0.9991	0.0009	3	16.2196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_12258	7104	No terminal repeats	NA	10	11	0.9991	0.0009	5	13.9277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5379	14485	No terminal repeats	NA	27	11	0.9991	0.0009	1	25.1941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F5_S21_contig_5204	13031	No terminal repeats	NA	16	11	0.9991	0.0009	9	22.3104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_8943	7324	No terminal repeats	NA	9	11	0.9991	0.0009	1	14.7247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5074	7000	No terminal repeats	NA	8	11	0.9991	0.0009	2	10.7485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_7838|provirus_5606_30484	24879	Provirus	5606-30484	35	11	0.9990	0.0009	13	48.1955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_1953	13914	No terminal repeats	NA	16	11	0.9990	0.0009	6	23.7712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_13632	29784	No terminal repeats	NA	40	11	0.9990	0.0009	5	32.4530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_1631	6681	No terminal repeats	NA	8	11	0.9990	0.0009	2	13.0515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_3890	17881	No terminal repeats	NA	25	11	0.9990	0.0009	4	25.0455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_335	43473	No terminal repeats	NA	64	11	0.9990	0.0009	15	70.9952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_14420	95571	DTR	NA	86	11	0.9990	0.0009	3	88.4701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F5_S21_contig_2012	6415	No terminal repeats	NA	14	11	0.9990	0.0009	2	16.5941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_990	5930	No terminal repeats	NA	9	11	0.9990	0.0009	2	9.7192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_7256	18312	No terminal repeats	NA	34	11	0.9990	0.0009	6	40.8183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_8366	20207	No terminal repeats	NA	22	11	0.9990	0.0009	1	31.1274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_13567	4780	No terminal repeats	NA	9	11	0.9990	0.0009	7	14.3628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_11543	4342	No terminal repeats	NA	6	11	0.9990	0.0009	4	9.0061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_2351	5617	No terminal repeats	NA	7	11	0.9990	0.0009	0	8.5099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_8907	8156	No terminal repeats	NA	12	11	0.9990	0.0009	3	17.6480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_9712	60184	DTR	NA	91	11	0.9990	0.0009	8	140.5348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_10296	17240	No terminal repeats	NA	24	11	0.9990	0.0009	2	26.8247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_13796	13456	No terminal repeats	NA	19	11	0.9990	0.0009	10	22.0899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_7381	94237	DTR	NA	99	15	0.9990	0.0009	7	98.0290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F5_S21_contig_6938	16163	No terminal repeats	NA	23	11	0.9990	0.0010	9	31.0795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5841	3647	No terminal repeats	NA	4	11	0.9990	0.0010	0	6.0087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5043	5095	No terminal repeats	NA	6	11	0.9990	0.0010	4	9.2142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_1827	11211	No terminal repeats	NA	12	11	0.9990	0.0010	1	17.9134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_8960	6162	No terminal repeats	NA	7	11	0.9990	0.0010	3	9.7965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_10524	7280	No terminal repeats	NA	8	11	0.9990	0.0010	0	11.0685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_9729	37683	DTR	NA	52	11	0.9990	0.0010	10	69.0786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_6747	2585	No terminal repeats	NA	6	11	0.9990	0.0010	4	7.9069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5824	35386	No terminal repeats	NA	39	11	0.9990	0.0010	11	61.1322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_1043	41745	DTR	NA	69	11	0.9990	0.0010	10	89.2782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_6903	5338	No terminal repeats	NA	9	11	0.9990	0.0010	1	13.3404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5142	5062	No terminal repeats	NA	5	11	0.9990	0.0010	1	6.5697	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F5_S21_contig_12991	3174	No terminal repeats	NA	3	11	0.9990	0.0010	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_3959	2493	No terminal repeats	NA	6	11	0.9990	0.0010	4	9.5147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_2524	21254	No terminal repeats	NA	37	11	0.9990	0.0010	4	59.4338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_7867	2111	No terminal repeats	NA	7	11	0.9990	0.0010	1	11.3624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_14748	20634	No terminal repeats	NA	31	11	0.9990	0.0010	4	27.0153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_3843	6019	No terminal repeats	NA	9	11	0.9990	0.0010	4	9.3838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_682	13413	No terminal repeats	NA	16	11	0.9990	0.0010	4	24.6686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_1614	5482	No terminal repeats	NA	9	11	0.9990	0.0010	4	11.0709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_5718	8344	No terminal repeats	NA	12	11	0.9990	0.0010	3	14.9011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_14401	38556	No terminal repeats	NA	59	11	0.9990	0.0010	13	79.5632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_7294	57003	No terminal repeats	NA	86	11	0.9990	0.0010	9	94.2079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_7729	35703	No terminal repeats	NA	62	11	0.9990	0.0010	7	69.0449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F5_S21_contig_4030	2673	No terminal repeats	NA	5	11	0.9990	0.0010	1	8.3891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
