seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
F7_S23_contig_4055	6130	No terminal repeats	NA	6	11	0.9991	0.0009	5	9.7952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_12582	6979	No terminal repeats	NA	7	11	0.9991	0.0009	3	10.7948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_13139	5322	No terminal repeats	NA	10	11	0.9991	0.0009	5	16.5270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_8116	20415	No terminal repeats	NA	18	11	0.9991	0.0009	5	27.0495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_2343	17457	No terminal repeats	NA	21	11	0.9991	0.0009	8	34.6110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_807	6845	No terminal repeats	NA	11	11	0.9991	0.0009	1	14.4821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F7_S23_contig_12728	14008	No terminal repeats	NA	20	11	0.9991	0.0009	10	27.9044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_8468	6034	No terminal repeats	NA	8	11	0.9991	0.0009	0	13.5411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_7687	5641	No terminal repeats	NA	8	11	0.9991	0.0009	7	12.7791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_2347	3848	No terminal repeats	NA	5	11	0.9991	0.0009	0	7.7270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_5018	7091	No terminal repeats	NA	8	11	0.9991	0.0009	2	10.7485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_7592	5502	No terminal repeats	NA	11	11	0.9991	0.0009	0	10.7120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F7_S23_contig_13593	6314	DTR	NA	6	11	0.9991	0.0009	1	8.4636	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F7_S23_contig_2465|provirus_36830_60607	23778	Provirus	36830-60607	32	11	0.9991	0.0009	11	34.9635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_9951	12723	No terminal repeats	NA	16	11	0.9991	0.0009	4	22.1977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_13168	5715	No terminal repeats	NA	7	11	0.9991	0.0009	5	11.1101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_11910	3436	No terminal repeats	NA	7	11	0.9991	0.0009	3	11.0713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_5141	6672	No terminal repeats	NA	11	11	0.9991	0.0009	1	13.5155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_9141	2344	No terminal repeats	NA	6	11	0.9991	0.0009	3	10.3074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_4942	12359	No terminal repeats	NA	15	11	0.9991	0.0009	9	22.3104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_10403	4817	No terminal repeats	NA	9	11	0.9991	0.0009	2	13.1807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_599	83593	No terminal repeats	NA	74	11	0.9991	0.0009	7	93.7205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F7_S23_contig_3492	13254	No terminal repeats	NA	18	11	0.9991	0.0009	1	23.8388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_10161	5485	No terminal repeats	NA	9	11	0.9991	0.0009	7	14.3628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_4455	9606	No terminal repeats	NA	15	11	0.9991	0.0009	5	21.0363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_2927	18412	No terminal repeats	NA	36	11	0.9991	0.0009	4	55.8035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_15047	6687	No terminal repeats	NA	8	11	0.9991	0.0009	4	10.5029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_4162	9776	No terminal repeats	NA	14	11	0.9991	0.0009	6	20.7087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_1050	6691	DTR	NA	9	11	0.9991	0.0009	1	11.4662	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F7_S23_contig_9304	13293	No terminal repeats	NA	15	11	0.9991	0.0009	4	22.2287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_10476	31747	No terminal repeats	NA	52	11	0.9991	0.0009	6	55.7213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F7_S23_contig_1397	3343	No terminal repeats	NA	7	11	0.9991	0.0009	1	9.9827	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
