seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
J1_S17_contig_18621	5777	No terminal repeats	NA	9	11	0.9998	0.0002	3	14.4345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_19588	3311	No terminal repeats	NA	5	11	0.9998	0.0002	1	8.1642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_46629	6339	No terminal repeats	NA	8	11	0.9998	0.0002	0	13.1687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_84237	12156	No terminal repeats	NA	17	11	0.9998	0.0002	5	26.8408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_41807	7607	No terminal repeats	NA	10	11	0.9998	0.0002	3	16.9885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_75187	6491	No terminal repeats	NA	7	11	0.9998	0.0002	3	11.7328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_94339	5978	No terminal repeats	NA	10	11	0.9998	0.0002	3	14.8935	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_100436	6317	No terminal repeats	NA	9	11	0.9998	0.0002	2	12.8690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_31908	8049	No terminal repeats	NA	11	11	0.9998	0.0002	0	14.5494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_93833	6329	No terminal repeats	NA	7	11	0.9998	0.0002	3	11.1601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_24121	9670	No terminal repeats	NA	10	11	0.9998	0.0002	6	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_71577	5966	No terminal repeats	NA	9	11	0.9998	0.0002	4	15.1117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_109775	4953	No terminal repeats	NA	4	11	0.9998	0.0002	0	6.6183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_110752	3638	No terminal repeats	NA	6	11	0.9998	0.0002	1	9.4525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_47043	4862	No terminal repeats	NA	5	11	0.9998	0.0002	1	8.4637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_83965	19255	No terminal repeats	NA	22	11	0.9998	0.0002	5	36.6076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_110507	5109	No terminal repeats	NA	8	11	0.9998	0.0002	3	13.0658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_1396	12702	No terminal repeats	NA	14	11	0.9998	0.0002	4	22.9850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
J1_S17_contig_9552	8289	No terminal repeats	NA	7	11	0.9998	0.0002	5	11.3471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_72314	11458	No terminal repeats	NA	9	11	0.9998	0.0002	1	15.1560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_126010	5785	No terminal repeats	NA	7	11	0.9998	0.0002	1	10.1820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_15567	7967	No terminal repeats	NA	9	11	0.9998	0.0002	4	15.3814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_89756	3203	No terminal repeats	NA	5	11	0.9998	0.0002	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
J1_S17_contig_14884	6246	No terminal repeats	NA	6	11	0.9998	0.0002	2	10.0798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_122373	6645	No terminal repeats	NA	4	11	0.9998	0.0002	1	6.3851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_125365	7421	No terminal repeats	NA	10	11	0.9998	0.0002	4	13.2017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_2817	6250	No terminal repeats	NA	7	11	0.9998	0.0002	2	9.7607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_21187	5596	No terminal repeats	NA	9	11	0.9998	0.0002	6	13.2475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_27258	6303	No terminal repeats	NA	8	11	0.9998	0.0002	4	11.4474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_49585	3038	No terminal repeats	NA	4	11	0.9998	0.0002	0	6.8698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_119755	5619	No terminal repeats	NA	7	11	0.9998	0.0002	0	9.8946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_15235	3852	No terminal repeats	NA	4	11	0.9998	0.0002	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_88074	3742	No terminal repeats	NA	6	11	0.9998	0.0002	5	9.4778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_119587	6148	No terminal repeats	NA	8	11	0.9998	0.0002	3	12.6200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_10817	6328	No terminal repeats	NA	9	11	0.9998	0.0002	2	13.5399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_72099	18940	No terminal repeats	NA	19	11	0.9998	0.0002	8	24.6431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_15425	6074	No terminal repeats	NA	10	11	0.9998	0.0002	4	14.8341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_29396	3863	No terminal repeats	NA	8	11	0.9998	0.0002	3	12.8799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_38869	19049	No terminal repeats	NA	25	11	0.9998	0.0002	9	38.1365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_8437	9529	No terminal repeats	NA	11	11	0.9998	0.0002	2	18.2388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
J1_S17_contig_125469	7412	No terminal repeats	NA	11	11	0.9998	0.0002	2	16.4507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_5607	11786	No terminal repeats	NA	14	11	0.9998	0.0002	7	16.9887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J1_S17_contig_34019	3907	No terminal repeats	NA	7	11	0.9998	0.0002	3	10.0233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
