seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
F4_S20_contig_14522	6510	DTR	NA	9	11	0.9991	0.0009	1	14.5095	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F4_S20_contig_11408	12637	No terminal repeats	NA	16	11	0.9991	0.0009	8	25.6241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_2956	20154	No terminal repeats	NA	18	11	0.9991	0.0009	5	27.0495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_2783	7039	No terminal repeats	NA	8	11	0.9991	0.0009	2	10.7485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_7026	6808	No terminal repeats	NA	8	11	0.9991	0.0009	3	13.1180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_9562	21951	No terminal repeats	NA	23	11	0.9991	0.0009	12	35.4304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_605	3848	No terminal repeats	NA	5	11	0.9991	0.0009	0	7.7270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_12530	4518	No terminal repeats	NA	5	11	0.9991	0.0009	5	8.0248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_240	16122	No terminal repeats	NA	20	11	0.9991	0.0009	8	31.2908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_9276|provirus_36830_60607	23778	Provirus	36830-60607	32	11	0.9991	0.0009	11	34.9635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_2277	7280	No terminal repeats	NA	6	11	0.9991	0.0009	2	8.4636	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F4_S20_contig_4493	10419	No terminal repeats	NA	17	11	0.9991	0.0009	3	26.6486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_5449	11957	No terminal repeats	NA	14	11	0.9991	0.0009	9	20.5921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_7087	12019	No terminal repeats	NA	13	11	0.9991	0.0009	9	18.9286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_5941	8208	No terminal repeats	NA	11	11	0.9991	0.0009	5	16.5028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F4_S20_contig_1120	98156	No terminal repeats	NA	98	11	0.9991	0.0009	8	120.5204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F4_S20_contig_2124	5485	No terminal repeats	NA	9	11	0.9991	0.0009	7	14.3628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
