seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GP5_S30_contig_3716	8483	No terminal repeats	NA	10	11	0.9992	0.0008	4	16.4548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_522	20255	No terminal repeats	NA	18	11	0.9992	0.0008	5	27.0495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_1670	6510	DTR	NA	9	11	0.9992	0.0008	2	14.7343	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP5_S30_contig_186	4471	No terminal repeats	NA	5	11	0.9992	0.0008	3	8.3971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_3814	2700	No terminal repeats	NA	5	11	0.9992	0.0008	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_3195	13497	No terminal repeats	NA	18	11	0.9992	0.0008	2	22.7049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_3903	3756	No terminal repeats	NA	6	11	0.9992	0.0008	1	9.7479	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP5_S30_contig_4585	18080	No terminal repeats	NA	28	11	0.9992	0.0008	6	35.2165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_4935	11578	No terminal repeats	NA	11	11	0.9992	0.0008	2	15.1522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_2604	48642	No terminal repeats	NA	60	11	0.9992	0.0008	5	70.8093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP5_S30_contig_3546	10099	No terminal repeats	NA	14	11	0.9992	0.0008	1	19.6317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_5066	18702	No terminal repeats	NA	27	11	0.9992	0.0008	1	28.5390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP5_S30_contig_5330	16175	No terminal repeats	NA	28	11	0.9992	0.0008	4	43.5163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_4054	7692	No terminal repeats	NA	11	11	0.9992	0.0008	6	14.6973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_2436	4295	No terminal repeats	NA	9	11	0.9992	0.0008	0	12.9393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_2700	15289	No terminal repeats	NA	19	11	0.9992	0.0008	4	21.6089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_141	6767	No terminal repeats	NA	7	11	0.9992	0.0008	1	9.6968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_615	95571	DTR	NA	84	11	0.9992	0.0008	3	86.7519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP5_S30_contig_754	30918	No terminal repeats	NA	16	11	0.9992	0.0008	2	19.8604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP5_S30_contig_3119	43181	No terminal repeats	NA	64	11	0.9992	0.0008	15	70.9952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_450	94237	DTR	NA	99	15	0.9992	0.0008	7	99.7473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP5_S30_contig_2640	5280	No terminal repeats	NA	6	11	0.9992	0.0008	0	8.7744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
GP5_S30_contig_322	5392	DTR	NA	9	11	0.9992	0.0008	3	12.7812	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP5_S30_contig_2434	41988	DTR	NA	70	11	0.9992	0.0008	10	89.5836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP5_S30_contig_609	7562	No terminal repeats	NA	11	11	0.9992	0.0008	2	16.2527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
