seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
F3_S19_contig_12595	6456	No terminal repeats	NA	8	11	0.9991	0.0009	1	13.1845	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F3_S19_contig_256	5207	No terminal repeats	NA	12	11	0.9991	0.0009	4	19.8415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_6745	3692	No terminal repeats	NA	8	11	0.9991	0.0009	5	13.7440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_14756	5161	No terminal repeats	NA	8	11	0.9991	0.0009	2	13.1180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_4292	7039	No terminal repeats	NA	8	11	0.9991	0.0009	2	10.7485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_6891	17114	No terminal repeats	NA	20	11	0.9991	0.0009	10	29.0572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_5734	12833	No terminal repeats	NA	16	11	0.9991	0.0009	10	24.8926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_2018	13562	No terminal repeats	NA	13	11	0.9991	0.0009	1	22.1078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_1820	20206	No terminal repeats	NA	18	11	0.9991	0.0009	5	27.0495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_6353	5734	No terminal repeats	NA	8	11	0.9991	0.0009	2	11.6004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_13403	3848	No terminal repeats	NA	5	11	0.9991	0.0009	0	7.7270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F3_S19_contig_14039	4959	No terminal repeats	NA	6	11	0.9991	0.0009	3	8.8638	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
