ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
F7_S23_contig_28_1	49	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_2	49	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_3	59	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_4	97	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_5	110	836	late transcriptional activator	transcription regulation	836	56	0.403	2.147e-10	p206917 VI_10124	836	55.574139	1.1901681133312282e-14	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_6	106	18218	hypothetical protein	unknown function	18218	100	0.52	2.2820000000000002e-26	p288069 VI_01277	18218	103.355995	1.682212318757354e-29	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_7	116	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_8	110	436	hypothetical protein	unknown function	436	46	0.304	1.21e-07	p186619 VI_04210	436	54.176754	1.7294618696622842e-14	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_9	188	426	terminase small subunit	head and packaging	426	77	0.327	5.495e-17	p183601 VI_10526	426	115.619949	5.869429658392757e-33	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_10	589	38	terminase large subunit	head and packaging	38	120	0.24	8.808e-29	p428778 VI_10880	38	368.938629	1.3219837020813751e-109	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_11	524	113	portal protein	head and packaging	113	257	0.387	1.7210000000000001e-74	p68996 VI_00707	113	501.846619	1.0927029617366278e-149	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_12	261	220	minor head protein and DNA pilot	head and packaging	220	201	0.405	5.54e-56	KY939598_p29	220	240.826935	6.097102299974532e-71	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_13	338	328	head maturation protease	head and packaging	328	168	0.356	5.0480000000000005e-46	p276859 VI_04357	328	255.405762	2.189895709949966e-75	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_14	144	1731	virion structural protein	head and packaging	1731	81	0.407	5.212e-19	p172702 VI_09269	1731	97.711937	1.1020504004817494e-27	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_15	297	371	major head protein	head and packaging	371	258	0.477	2.558e-77	p231840 VI_06592	371	338.17688	8.683847108058947e-101	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F7_S23_contig_28_16	154	195	head-tail adaptor	connector	195	79	0.365	3.026e-18	p126863 VI_01011	195	105.476273	6.903537934405608e-30	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
